99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.764,892.471,20.124
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.797,889.144,20.099
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.727,888.867,20.097
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.820,888.655,20.096
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.802,888.436,20.094
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.799,887.950,20.091
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.834,887.920,20.090
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.925,887.775,20.088
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.917,887.437,20.087
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
99.961,887.327,20.085
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
100.055,886.882,20.082
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.802,886.580,20.081
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.835,886.239,20.079
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.837,885.927,20.077
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.876,885.779,20.076
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.896,885.368,20.074
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.788,885.055,20.072
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.917,884.930,20.070
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.873,884.634,20.068
99.868,884.621,20.068
99.868,884.621,20.068
99.868,884.621,20.068
99.868,884.621,20.068
99.868,884.621,20.068
