133.354	1.079	24129.856
133.389	1.260	24133.375
133.442	1.013	24137.134
133.290	1.177	24121.309
133.392	1.161	24130.989
133.639	1.112	24158.474
133.394	1.145	24131.426
133.442	1.227	24137.134
133.372	1.161	24130.313
132.985	1.095	24089.059
133.079	1.172	24100.228
133.349	1.172	24128.981
133.064	1.238	24097.606
133.143	1.123	24106.158
132.979	1.106	24087.967
133.051	1.238	24098.028
132.988	1.057	24089.496
132.868	1.040	24076.357
133.146	1.188	24106.595
132.865	1.090	24075.920
132.960	1.084	24087.299
132.685	1.249	24057.538
132.804	1.134	24070.659
132.945	1.117	24084.678
132.717	1.150	24060.602
132.576	1.298	24046.391
132.567	1.183	24044.865
132.418	1.249	24029.146
132.807	1.134	24071.096
132.351	1.265	24022.819
132.313	1.211	24018.676
132.685	1.342	24057.538
132.356	1.178	24023.690
132.479	1.342	24037.433
132.112	1.326	23996.458
132.403	1.211	24029.359
132.430	1.359	24031.325
132.312	1.276	24018.458
132.347	1.243	24021.947
132.147	1.260	23999.941
132.210	1.051	24008.651
132.232	1.348	24009.741
132.081	1.331	23993.628
132.280	1.216	24015.624
132.042	1.200	23989.494
132.026	1.183	23989.495
132.148	1.348	24000.159
131.887	1.117	23972.752
131.880	1.249	23974.278
131.868	1.265	23972.103
131.704	1.375	23956.476
131.902	1.079	23975.362
131.907	1.178	23976.232
131.697	1.260	23955.172
131.600	1.276	23943.237
131.730	1.293	23958.426
131.814	1.227	23965.150
131.796	1.375	23964.719
131.763	1.211	23961.464
131.476	1.309	23929.146
131.545	1.337	23938.909
131.753	1.304	23959.725
131.457	1.304	23928.504
131.494	1.254	23932.403
131.382	1.320	23920.494
131.470	1.189	23930.893
131.383	1.386	23920.711
131.278	1.139	23910.113
131.464	1.370	23929.807
131.071	1.370	23886.546
131.417	1.309	23924.173
131.310	1.161	23913.138
131.037	1.408	23883.093
131.234	1.507	23904.920
131.081	1.359	23888.280
130.922	1.375	23873.410
131.012	1.326	23881.376
130.975	1.260	23877.492
130.938	1.260	23873.609
130.896	1.227	23868.644
131.020	1.304	23882.893
130.937	1.238	23873.393
130.860	1.337	23864.981
130.878	1.353	23868.230
130.847	1.337	23862.598
130.883	1.287	23869.096
130.710	1.304	23848.821
130.687	1.271	23847.543
130.795	1.386	23858.739
130.486	1.386	23824.941
130.470	1.595	23824.749
130.471	1.331	23824.965
130.395	1.298	23816.583
130.722	1.315	23850.986
130.482	1.414	23824.075
130.546	1.512	23832.920
130.347	1.282	23810.773
130.352	1.381	23811.637
130.522	1.282	23831.429
130.282	1.480	23804.343
130.303	1.386	23808.233
130.364	1.518	23813.799
130.082	1.501	23784.645
130.167	1.551	23791.897
130.100	1.353	23785.262
130.218	1.353	23798.349
130.232	1.386	23798.105
129.936	1.468	23769.230
130.211	1.600	23797.053
130.237	1.271	23798.969
129.864	1.513	23761.529
129.878	1.315	23761.279
129.736	1.480	23746.536
129.873	1.628	23760.416
129.762	1.365	23748.441
129.933	1.579	23768.582
129.835	1.595	23756.351
129.753	1.381	23746.931
129.601	1.496	23732.886
129.606	1.513	23733.964
129.692	1.469	23741.181
129.699	1.469	23742.475
129.599	1.321	23732.671
129.601	1.732	23732.886
129.546	1.551	23725.598
129.452	1.551	23716.884
129.458	1.518	23717.961
129.337	1.634	23704.086
129.498	1.485	23722.444
129.372	1.683	23707.705
129.236	1.623	23693.882
129.299	1.639	23699.823
129.309	1.458	23701.760
129.346	1.458	23705.809
128.955	1.474	23661.723
129.283	1.606	23699.650
129.151	1.474	23683.858
129.020	1.573	23670.921
128.912	1.590	23659.455
129.014	1.409	23669.846
128.993	1.513	23668.818
128.979	1.496	23666.238
128.637	1.727	23628.230
128.735	1.628	23640.796
128.889	1.447	23655.156
128.769	1.710	23644.182
128.799	1.480	23646.924
128.522	1.529	23618.141
128.988	1.562	23667.743
128.613	1.480	23626.565
128.631	1.595	23630.000
128.837	1.644	23651.172
128.650	1.496	23630.592
128.453	1.595	23610.955
128.534	1.463	23617.657
128.487	1.644	23614.547
128.354	1.661	23598.412
128.276	1.529	23589.521
128.341	1.529	23598.683
128.431	1.579	23606.879
128.418	1.518	23607.364
128.145	1.617	23576.468
128.302	1.535	23594.238
128.339	1.584	23598.254
128.182	1.700	23580.480
128.170	1.733	23580.968
128.068	1.634	23567.805
128.084	1.535	23570.590
128.166	1.683	23580.325
128.013	1.798	23563.002
128.236	1.573	23587.708
128.039	1.606	23565.082
127.729	1.623	23532.693
128.041	1.557	23565.510
127.655	1.590	23524.485
127.837	1.606	23544.478
127.797	1.804	23539.836
127.811	1.639	23542.403
127.849	1.557	23546.619
127.696	1.540	23529.337
127.521	1.738	23510.861
127.724	1.623	23531.837
127.531	1.754	23512.571
127.381	1.820	23495.972
127.834	1.689	23543.836
127.484	1.590	23506.656
127.542	1.738	23511.861
127.307	1.721	23487.786
127.392	1.771	23497.894
127.363	1.639	23492.554
127.215	1.809	23478.824
127.330	1.776	23489.208
127.068	1.628	23462.692
127.245	1.776	23481.739
127.193	1.727	23474.769
127.145	1.743	23471.503
127.312	1.710	23488.640
127.138	1.628	23470.222
126.951	1.694	23449.272
127.005	1.776	23453.809
126.934	1.755	23448.710
127.198	1.755	23475.836
126.745	1.820	23427.367
127.031	1.656	23458.502
126.682	1.672	23418.500
126.821	1.870	23436.156
126.854	1.787	23439.487
126.867	1.705	23441.832
126.788	1.952	23432.613
126.698	1.771	23421.483
126.650	1.969	23418.025
126.630	1.936	23414.405
126.597	1.738	23410.868
126.542	1.919	23406.138
126.426	1.853	23392.770
126.537	1.788	23405.286
126.721	1.870	23425.743
126.160	1.820	23365.186
126.610	1.886	23413.423
126.356	1.886	23385.283
126.167	1.804	23366.461
126.353	1.771	23384.645
126.474	1.837	23399.069
126.333	1.787	23383.668
126.011	1.755	23348.336
126.304	1.820	23380.990
126.052	1.870	23353.344
126.174	1.853	23365.096
126.089	1.656	23357.502
126.101	1.738	23356.987
125.984	1.859	23346.092
126.016	1.793	23349.399
126.050	1.711	23352.919
125.975	1.826	23344.393
125.868	1.793	23332.568
125.933	1.892	23342.029
125.797	1.711	23324.903
125.810	1.842	23327.237
125.991	1.974	23347.366
125.904	1.760	23336.721
125.753	1.887	23322.122
125.801	1.870	23325.539
125.635	2.068	23308.198
125.596	1.854	23303.629
125.662	1.887	23310.646
125.398	2.002	23283.028
125.630	1.969	23307.349
125.592	1.969	23302.993
125.321	1.903	23274.121
125.352	1.936	23277.196
125.367	1.947	23279.951
125.215	2.079	23262.357
125.286	1.848	23270.198
125.320	1.865	23273.909
125.314	1.865	23272.850
125.336	1.980	23276.874
125.224	1.930	23264.051
125.107	1.815	23250.393
125.268	1.914	23269.666
125.178	1.996	23258.227
125.135	1.881	23255.684
124.986	1.881	23238.545
124.891	1.881	23228.927
125.027	2.029	23243.515
124.835	1.832	23221.213
125.029	2.062	23243.938
125.050	1.865	23245.102
124.795	2.161	23216.461
124.840	1.914	23222.059
124.839	1.865	23221.848
124.720	2.046	23210.452
124.811	1.898	23219.420
124.605	1.832	23197.056
124.503	1.980	23185.993
124.587	1.881	23193.677
124.577	2.079	23194.423
124.594	1.898	23194.944
124.683	1.980	23206.126
124.462	1.996	23181.041
124.293	1.898	23162.841
124.377	2.002	23173.157
124.496	1.986	23184.726
124.249	2.084	23157.264
124.329	2.101	23166.732
124.279	1.953	23160.099
124.348	2.035	23170.319
124.215	1.986	23153.586
124.091	1.953	23140.993
124.169	2.167	23150.239
124.083	2.002	23139.518
123.975	1.975	23129.889
124.124	2.139	23144.456
124.088	2.008	23140.361
123.897	1.975	23120.656
123.919	2.073	23122.218
124.039	1.991	23136.598
123.901	2.057	23121.498
123.688	2.008	23097.407
123.790	1.925	23108.606
123.774	2.024	23105.659
123.707	2.112	23100.984
123.757	1.980	23105.152
123.758	2.145	23105.363
123.548	2.029	23081.930
123.712	2.046	23099.385
123.599	1.980	23088.742
123.451	2.145	23071.594
123.745	2.194	23102.837
123.569	2.128	23085.715
123.334	2.079	23057.696
123.249	2.156	23049.689
123.546	2.041	23081.509
123.446	2.057	23070.753
123.255	2.189	23050.739
123.207	2.206	23044.362
123.198	2.288	23045.335
123.282	2.238	23053.127
123.187	2.189	23043.236
123.163	2.041	23041.480
123.063	2.222	23027.895
123.102	1.914	23035.241
122.960	2.211	23019.208
123.160	1.996	23040.850
123.265	2.079	23052.629
123.010	2.062	23023.341
122.962	2.079	23019.418
122.816	2.095	23002.564
122.880	2.029	23009.416
122.785	2.079	22999.349
122.799	1.947	22999.419
122.654	2.134	22985.242
122.726	2.167	22993.551
122.719	2.282	22992.293
122.658	2.035	22986.080
122.574	2.167	22975.471
122.597	2.183	22979.869
122.680	2.299	22987.615
122.488	2.233	22967.316
122.688	2.266	22989.081
122.543	2.200	22972.263
122.461	2.294	22964.738
122.444	2.228	22961.599
122.303	2.129	22945.649
122.465	2.211	22965.575
122.346	2.294	22950.943
122.318	2.195	22948.369
