1.563	97.896	942.306
1.566	97.841	943.992
1.566	97.970	943.643
1.565	97.748	943.539
1.566	98.026	944.052
1.565	98.008	943.109
1.566	97.933	944.025
1.567	98.045	944.176
1.566	97.915	943.954
1.568	98.137	945.024
1.566	97.710	943.878
1.567	97.840	944.646
1.567	97.932	944.173
1.569	97.858	945.299
1.567	97.951	944.459
1.569	97.821	945.610
1.568	97.914	945.224
1.569	97.766	945.691
1.570	97.877	945.977
1.570	97.803	946.220
1.571	97.650	946.886
1.571	97.669	946.771
1.570	97.891	946.017
1.571	97.946	946.690
1.571	98.021	946.895
1.571	97.706	946.730
1.572	97.965	947.149
1.572	97.706	947.070
1.572	97.706	947.340
1.573	97.891	947.513
1.572	97.831	947.441
1.573	97.720	947.927
1.572	97.646	947.278
1.572	97.942	947.189
1.573	97.702	947.709
1.573	97.720	947.853
1.574	97.628	948.562
1.574	97.424	948.331
1.575	97.739	948.952
1.575	97.831	948.678
1.577	97.767	949.950
1.576	97.804	949.452
1.576	97.786	949.316
1.577	97.638	949.852
1.576	97.656	949.099
1.577	97.489	949.924
1.577	97.749	950.043
1.577	97.693	949.716
1.576	97.638	949.643
1.578	97.675	950.375
1.578	97.329	950.427
1.578	97.384	950.471
1.579	97.718	951.269
1.578	97.533	950.763
1.578	97.570	950.436
1.580	97.588	951.860
1.580	97.477	951.391
1.581	97.588	952.054
1.579	97.755	951.223
1.580	97.310	951.622
1.581	97.588	952.077
1.581	97.625	951.915
1.580	97.477	951.495
1.581	97.625	952.089
1.582	97.662	952.419
1.583	97.477	953.169
1.583	97.570	953.325
1.581	97.570	952.198
1.584	97.588	953.708
1.582	97.440	952.882
1.583	97.342	953.493
1.583	97.435	953.433
1.583	97.342	953.067
1.584	97.416	953.798
1.583	97.194	953.067
1.585	97.435	954.195
1.584	97.360	953.867
1.585	97.398	954.511
1.585	97.379	954.345
1.585	97.398	954.215
1.587	97.490	955.746
1.586	97.323	955.076
1.586	97.620	954.772
1.587	97.490	955.314
1.588	97.490	955.784
1.587	97.435	955.540
1.587	97.453	955.488
1.588	97.249	956.245
1.588	97.472	956.071
1.588	97.138	955.920
1.588	97.242	955.897
1.589	97.428	956.553
1.589	97.279	956.762
1.589	97.372	956.541
1.590	97.150	957.044
1.590	97.502	956.841
1.591	97.205	957.554
1.591	97.168	957.383
1.591	97.205	957.543
1.591	97.224	957.656
1.592	97.330	958.016
1.593	97.181	958.643
1.593	97.330	958.487
1.592	97.107	958.335
1.592	97.311	958.263
1.593	97.219	958.591
1.593	97.367	958.548
1.593	97.237	958.931
1.594	97.144	959.227
